is_virus	filename	libs
1	2018-07-24T12_53_58-05_00_2905.exe	mscoree.dll
1	VirusShare_4397c76770e32ff8a1a9d876a2887663	kernel32.dll,kernel32.dll,kernel32.dll,kernel32.dll,advapi32.dll,advapi32.dll,comctl32.dll,gdi32.dll,msimg32.dll,ole32.dll,oleaut32.dll,oleaut32.dll,oleaut32.dll,shell32.dll,shell32.dll,user32.dll,user32.dll,user32.dll,version.dll,winmm.dll,winspool.drv,winspool.drv,wsock32.dll
1	VirusShare_ae59adbd0864bd78aaf334a4bf1c297c	kernel32.dll,advapi32.dll
1	2019-07-24T00_00_34+00_00_55771.exe	gdi32.dll,advapi32.dll,ole32.dll,comdlg32.dll,opengl32.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_107357.exe	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,mpr.dll,ole32.dll,oleaut32.dll,psapi.dll,shell32.dll,user32.dll,userenv.dll,version.dll,wininet.dll,winmm.dll,wsock32.dll
1	VirusShare_fe9947cc7ba732c9c81aedd9a3b5077f	wininet.dll,advapi32.dll,kernel32.dll,version.dll,wsock32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,shell32.dll,user32.dll,ole32.dll,oleaut32.dll
1	VirusShare_9470289c7fe938211d204dabfcb0ce80	kernel32.dll
0	Audiograbber.exe	kernel32.dll,oleaut32.dll,advapi32.dll,kernel32.dll,gdi32.dll,user32.dll,winmm.dll,user32.dll,ole32.dll,comctl32.dll,shell32.dll,shell32.dll,cabinet.dll,ole32.dll,shell32.dll
1	VirusShare_53f4469e19653312e85ac8487ed94e72	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,ole32.dll,oleaut32.dll,shell32.dll,user32.dll,winmm.dll,winspool.drv,ws2_32.dll
1	VirusShare_2949f34cf4e5b40d8faf7a6aff34843c	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	VirusShare_b50ec5f3bb34fc94cb5c624d16a1c917	kernel32.dll,kernel32.dll,kernel32.dll,kernel32.dll,advapi32.dll,advapi32.dll,comctl32.dll,gdi32.dll,msimg32.dll,ole32.dll,oleaut32.dll,oleaut32.dll,oleaut32.dll,shell32.dll,shell32.dll,user32.dll,user32.dll,user32.dll,version.dll,winmm.dll,winspool.drv,winspool.drv,wsock32.dll
0	cntlm-0.92.3-setup.exe	kernel32.dll,user32.dll,oleaut32.dll,advapi32.dll,kernel32.dll,user32.dll,comctl32.dll,advapi32.dll
1	2019-07-25T09_42_26+00_00_56315.exe	mscoree.dll
1	2020-02-17T21_09_26+00_00_104986.exe	user32.dll,kernel32.dll,wsock32.dll,advapi32.dll
1	VirusShare_837ca8862b4206b980be2828d5eeacec	kernel32.dll,shell32.dll
1	2018-10-23T06_41_15-05_00_10897.exe	kernel32.dll,advapi32.dll,comctl32.dll,gdi32.dll,iphlpapi.dll,msimg32.dll,ole32.dll,oleaut32.dll,shell32.dll,user32.dll,version.dll,wininet.dll,winmm.dll
1	2018-09-22T21_04_09-05_00_9234.exe	kernel32.dll,mscoree.dll
1	VirusShare_700e38db7c26701288baf61327b7b6ba	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,gdi32.dll,user32.dll,ole32.dll,comctl32.dll,winspool.drv,wsock32.dll,shell32.dll,winmm.dll,kernel32.dll,mpr.dll
1	VirusShare_4224d63d4b3689d38e72fdd1f3f28417	msvbvm60.dll
1	2018-08-29T14_46_06-05_00_5292.exe	c:\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/windows\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/system32\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\\/\/\/\/\\/\\/\/\/\/\/\\/\/\/\/\\\\\\\\\\\\\\\\\\\\\\\\\\/\/\/msvbvm60
1	VirusShare_e6fed29bec591a6cb2768daea9cd3b74	kernel32.dll
1	VirusShare_fd3cbd8cf4f1add47bd9e3461cee595a	msvcrt.dll,advapi32.dll,kernel32.dll,user32.dll
1	2020-02-17T21_09_26+00_00_99174.exe	mscoree.dll
1	VirusShare_4521583ea189999ee8f9df0fb11c7695	mscoree.dll
1	2020-02-17T21_09_26+00_00_104933.exe	netapi32.dll,kernel32.dll,user32.dll,advapi32.dll,wsock32.dll,ole32.dll,oleaut32.dll
1	2020-02-17T21_09_26+00_00_113340.exe	comdlg32.dll,user32.dll,kernel32.dll,gdi32.dll,msvcrt.dll
1	2019-01-30T10_14_00-06_00_20545.exe	mscoree.dll
0	BioTest.exe	kernel32.dll,msvcrt.dll,ole32.dll,oleaut32.dll,shlwapi.dll,xmllite.dll,setupapi.dll
1	VirusShare_1b334f4e0d4ed32305420fe73a37b22c	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,advapi32.dll,gdi32.dll,user32.dll,oleaut32.dll,comctl32.dll,shell32.dll,advapi32.dll,wsock32.dll
1	VirusShare_508367cce33326b3f4b19edf023d90d2	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,crypt32.dll,wininet.dll,psapi.dll
1	2019-01-12T01_45_21-06_00_17966.exe	mscoree.dll
1	VirusShare_979c904d8a74c996e3b5c4ee8826e9af	msvbvm60.dll
0	qemu-system-or1kw.exe	advapi32.dll,iphlpapi.dll,kernel32.dll,msvcrt.dll,ole32.dll,libwinpthread-1.dll,shell32.dll,user32.dll,winmm.dll,ws2_32.dll,libgcc_s_seh-1.dll,sdl2.dll,libbz2-1.dll,libcairo-2.dll,libcurl-4.dll,libgdk-3-0.dll,libgdk_pixbuf-2.0-0.dll,libglib-2.0-0.dll,libgnutls-30.dll,libgobject-2.0-0.dll,libgtk-3-0.dll,libintl-8.dll,libjpeg-8.dll,liblzo2-2.dll,libnettle-6.dll,libpixman-1-0.dll,libpng16-16.dll,libusbredirparser-1.dll,zlib1.dll
0	BdeHdCfg.exe	kernel32.dll,msvcrt.dll,shell32.dll,bdehdcfglib.dll,winbrand.dll,api-ms-win-core-com-l1-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-version-l1-1-0.dll
1	VirusShare_35d8d7fa1a3177605ef1bd0b4e63c662	kernel32.dll
1	VirusShare_0cc542b22a6ddf95f84f27aaebbc4efb	msvbvm60.dll
1	VirusShare_67d88854467e03cb898e02bbed452b12	kernel32.dll,msvcrt.dll,shlwapi.dll,user32.dll
1	VirusShare_4668b81c63b13ccefa5f9f87d4908f34	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,ole32.dll,oleaut32.dll,atl.dll
1	VirusShare_30b1d89072e4203fcfe751f3a0833b3a	kernel32.dll,user32.dll,msvfw32.dll
0	ot2kpx.exe	miktex209-app.dll,miktex209-core.dll,miktex209-util.dll,msvcp140.dll,vcruntime140.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,kernel32.dll
1	2019-01-28T15_34_52-06_00_20386.exe	kernel32.dll,user32.dll,advapi32.dll,rasapi32.dll,wsock32.dll
1	2020-02-17T21_09_26+00_00_115982.exe	kernel32.dll,comctl32.dll
1	VirusShare_37c1f3596b8da8c3d9bae4ffb7e3343b	kernel32.dll,gdi32.dll,msvcrt.dll,user32.dll
0	sh.exe	cygwin1.dll,cygiconv-2.dll,cygintl-8.dll,cygreadline7.dll,kernel32.dll
0	iconv.exe	cygwin1.dll,cygintl-8.dll,kernel32.dll,cygiconv-2.dll
1	VirusShare_0f5cf78b76353a6b3adfdaeab984fe92	advapi32.dll,kernel32.dll,msvcrt.dll,ntdll.dll,ws2_32.dll
1	VirusShare_76687fdc03ab2cb475023d96b69ba2c6	shlwapi.dll,kernel32.dll.
0	NvSplash.exe	msvfw32.dll,kernel32.dll,user32.dll,gdi32.dll,msimg32.dll,comdlg32.dll,winspool.drv,advapi32.dll,shell32.dll,comctl32.dll,shlwapi.dll,ole32.dll,oleaut32.dll,gdiplus.dll,oleacc.dll,imm32.dll,winmm.dll
0	dvilualollipop.exe	miktex209-luatex.dll,miktex209-app.dll,miktex209-util.dll,msvcp140.dll,vcruntime140.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,kernel32.dll
1	VirusShare_f86115cd2ade54cdcfdbeb9037f98c43	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,gdi32.dll,shell32.dll,ws2_32.dll,wininet.dll,msvcrt.dll,msvcp60.dll
1	VirusShare_53a46d84dd6ea967c6e6862252072447	ntdll.dll
1	VirusShare_22efbab4ffed455602ec2189aa640892	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	2020-02-17T21_09_26+00_00_101666.exe	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll
1	VirusShare_d8b997a758dded5409c9096daf44a50e	mscoree.dll
1	VirusShare_42810e840b445f605348f088506cc9de	msvbvm60.dll
1	VirusShare_dc1f1d79019458b6d7855bb36d03602b	user32.dll,kernel32.dll,advapi32.dll
1	VirusShare_208c5e1ad4f5274fe3fd9c5e1ce6dc5a	kernel32.dll,msvcrt.dll,oleaut32.dll,user32.dll
0	AsusSGPlusBTServer64.exe	bluetoothserverdll64.dll,asustpapi.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,msvcp110.dll,userenv.dll,shlwapi.dll,wtsapi32.dll,version.dll,powrprof.dll,gdiplus.dll,irprops.cpl,magnification.dll,msvcr110.dll,id3lib.dll
0	HelpSetupLP_x86_rus.exe	msvcrt.dll,advapi32.dll,kernel32.dll,user32.dll,ntdll.dll,comctl32.dll,shell32.dll
1	VirusShare_4009c49688529dfe7e66bc05665c5bcf	kernel32.dll,user32.dll,advapi32.dll,ws2_32.dll,mpr.dll,rasapi32.dll
1	2020-02-17T21_09_26+00_00_98691.exe	msvbvm60.dll
1	VirusShare_85aebe7bd8d7d37132734962481102ff	ntoskrnl.exe
0	gio-querymodules.exe	msys-glib-2.0-0.dll,msys-gmodule-2.0-0.dll,msys-gobject-2.0-0.dll,msys-2.0.dll,kernel32.dll
1	2018-09-29T19_57_53-05_00_9602.exe	mscoree.dll
1	VirusShare_3130733151edef333b61f99d78d95c3a	kernel32.dll,msvcp60.dll,msvcrt.dll,oleaut32.dll,user32.dll
1	VirusShare_43ea61dc61fa291a4e2cc33528b6319b	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll,wsock32.dll
0	InstallImDriver64.Exe	kernel32.dll,ole32.dll,setupapi.dll,user32.dll,advapi32.dll,shell32.dll
0	DiffMerge.exe	comctl32.dll,kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,shell32.dll,ole32.dll
0	JaCartaGOST.exe	winscard.dll,gdi32.dll,imm32.dll,ws2_32.dll,ole32.dll,user32.dll,advapi32.dll,shell32.dll,kernel32.dll
1	VirusShare_9ce1ab05b91df00dc948afdb63f736fc	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_99520.exe	ntoskrnl.exe
1	VirusShare_fc2ac2f98c61245291c7131e92a54c54	msvbvm60.dll
1	2018-08-27T20_38_12-05_00_5610.exe	c:\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/windows\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/system32\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\\/\/\/\/\\/\\/\/\/\/\/\\/\/\/\/\\\\\\\\\\\\\\\\\\\\\\\\\\/\/\/msvbvm60
1	VirusShare_223abfac0a65df7d7bab12792dd601eb	user32.dll,kernel32.dll,advapi32.dll
1	VirusShare_13381356df3b7d1ad482ec17f246a567	ws2_32.dll,wininet.dll,version.dll,gdiplus.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,comctl32.dll
0	git-status.exe	cygwin1.dll,cygiconv-2.dll,cygintl-8.dll,cygz.dll,kernel32.dll
0	ssh-keygen.exe	cygcrypto-1.1.dll,cygwin1.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_100762.exe	kernel32.dll,user32.dll,oleaut32.dll,advapi32.dll,kernel32.dll,user32.dll,comctl32.dll,advapi32.dll
0	binplace.exe	kernel32.dll,msvcrt.dll,symbolcheck.dll,dbghelp.dll,imagehlp.dll
0	ssh-agent.exe	cygcrypto-1.1.dll,cygwin1.dll,kernel32.dll
1	2019-05-07T01_43_32+00_00_39233.exe	kernel32.dll,user32.dll,shell32.dll,msvcp140.dll,vcruntime140.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-filesystem-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll
0	SetupPlatform.exe	msvcrt.dll,wdscore.dll,unbcl.dll,ntdll.dll,advapi32.dll,kernel32.dll,user32.dll
1	VirusShare_2de21af3e864bf5e7fa61afd207e8528	kernel32.dll,user32.dll
1	VirusShare_1ab0984d473813e16f7265e05dbaaa1a	msvcrt.dll,kernel32.dll,ole32.dll
0	doxygen-1.7.4-setup.exe	kernel32.dll,user32.dll,oleaut32.dll,advapi32.dll,kernel32.dll,user32.dll,comctl32.dll,advapi32.dll
1	2020-02-17T21_09_26+00_00_99551.exe	mscoree.dll
0	spaceman.exe	msvcrt.dll,api-ms-win-core-threadpool-l1-2-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-synch-l1-1-0.dll,api-ms-win-eventing-provider-l1-1-0.dll,rpcrt4.dll,api-ms-win-core-heap-l2-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-io-l1-1-0.dll,api-ms-win-core-file-l1-1-0.dll,api-ms-win-core-handle-l1-1-0.dll,ntdll.dll,api-ms-win-security-systemfunctions-l1-1-0.dll,api-ms-win-core-delayload-l1-1-1.dll,api-ms-win-core-delayload-l1-1-0.dll
1	2020-02-17T21_09_26+00_00_120674.exe	mscoree.dll
1	2018-08-28T07_04_27-05_00_5660.exe	kernel32.dll,comctl32.dll
0	cefsconv.exe	vcruntime140.dll,api-ms-win-crt-string-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,kernel32.dll
0	SACSrv.exe	shell32.dll,kernel32.dll,advapi32.dll,etoken.dll
1	VirusShare_d23872c1924000c6feb715500afa7a9a	kernel32.dll
1	VirusShare_1b37e3e78b6a63b0eea92670d51f9621	kernel32.dll,msvcrt.dll,user32.dll
1	VirusShare_a87aba7417b7ea9bd71f1e7c26213154	kernel32.dll
0	Microsoft.Msn.Weather.exe	microsoft.msn.weather.dll
1	2020-02-17T21_09_26+00_00_119253.exe	kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,winspool.drv,advapi32.dll,shell32.dll,comctl32.dll
1	VirusShare_1919d576f035359c8c88a000e34cd8f0	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,ole32.dll,oleaut32.dll,oledlg.dll,olepro32.dll,shell32.dll,user32.dll,wininet.dll,winspool.drv,wsock32.dll
0	tig.exe	msys-iconv-2.dll,msys-2.0.dll,msys-ncursesw6.dll,msys-readline7.dll,kernel32.dll
0	brcc32.exe	kernel32.dll,user32.dll
0	LinqWebConfig.exe	kernel32.dll,ole32.dll,oleaut32.dll
0	SetVistaDrv64.exe	setupapi.dll,kernel32.dll,difxapi.dll
1	VirusShare_04f2b8a0eaedfd0732a530ed9fc1137f	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,advapi32.dll,version.dll,gdi32.dll,user32.dll,ole32.dll,oleaut32.dll,ole32.dll,oleaut32.dll,comctl32.dll,winspool.drv,shell32.dll,comdlg32.dll,wsock32.dll,printbarcode.dll
1	VirusShare_02340fe638b287215628b4dff78949bb	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,gdi32.dll,shell32.dll,ws2_32.dll
1	VirusShare_978f21663422e0a8a186e77bed3f9e88	kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,shlwapi.dll
1	VirusShare_0154c9a727ef29726d36132705edc631	mfc42.dll,msvcrt.dll,kernel32.dll,advapi32.dll,shell32.dll
1	2018-10-12T00_01_29-05_00_8459.exe	msvbvm60.dll
1	VirusShare_2681e9386c5c280da8390acd0adac81e	kernel32.dll,kernel32.dll,kernel32.dll,kernel32.dll,advapi32.dll,advapi32.dll,oleaut32.dll,oleaut32.dll,urlmon.dll,user32.dll,user32.dll
0	Clockres.exe	kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,version.dll
0	eventcreate.exe	msvcrt.dll,api-ms-win-security-base-l1-1-0.dll,api-ms-win-core-registry-l1-1-0.dll,api-ms-win-eventlog-legacy-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-registry-l2-1-0.dll,api-ms-win-core-handle-l1-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,ntdll.dll,mpr.dll,ws2_32.dll,sspicli.dll,netutils.dll,srvcli.dll,advapi32.dll,user32.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-heap-l2-1-0.dll,api-ms-win-core-shlwapi-obsolete-l1-1-0.dll,api-ms-win-core-string-l1-1-0.dll,api-ms-win-core-file-l1-1-0.dll,api-ms-win-core-console-l1-1-0.dll,api-ms-win-core-processenvironment-l1-1-0.dll,api-ms-win-core-string-obsolete-l1-1-0.dll,api-ms-win-core-localization-obsolete-l1-2-0.dll,api-ms-win-core-heap-l1-1-0.dll,api-ms-win-core-version-l1-1-0.dll
0	miktex-update_admin.exe	wininet.dll,ws2_32.dll,mswsock.dll,rpcrt4.dll,odbc32.dll,shfolder.dll,shlwapi.dll,kernel32.dll,user32.dll,gdi32.dll,shell32.dll,ole32.dll,oleaut32.dll,advapi32.dll,msimg32.dll,comctl32.dll,uxtheme.dll,oledlg.dll,gdiplus.dll,oleacc.dll,imm32.dll,wldap32.dll,winmm.dll,winspool.drv
1	2018-09-03T07_22_55-05_00_6291.exe	kernel32.dll,advapi32.dll,ole32.dll,shlwapi.dll,user32.dll,userenv.dll,wininet.dll,wsock32.dll
1	VirusShare_0715b18444d27440cdaef97c33dba6a7	msvbvm60.dll
1	VirusShare_6cb1c01f5faab52dff70193eb76c3454	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,gdi32.dll,user32.dll,comctl32.dll,comdlg32.dll,winmm.dll
1	2020-02-17T21_09_26+00_00_103262.exe	mscoree.dll
0	at.exe	msvcrt.dll,api-ms-win-core-registry-l1-1-0.dll,api-ms-win-core-processenvironment-l1-1-0.dll,api-ms-win-core-console-l1-1-0.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-file-l1-1-0.dll,schedcli.dll,api-ms-win-core-string-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-heap-l1-1-0.dll,api-ms-win-core-heap-l2-1-0.dll,api-ms-win-core-datetime-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,netutils.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-shcore-obsolete-l1-1-0.dll,api-ms-win-core-privateprofile-l1-1-0.dll
1	2018-08-20T10_06_41-05_00_4585.exe	kernel32.dll,ntdll.dll
0	git-merge-subtree.exe	cygwin1.dll,cygiconv-2.dll,cygintl-8.dll,cygz.dll,kernel32.dll
0	TCMADMIN.EXE	kernel32.dll,user32.dll,advapi32.dll,shell32.dll
1	VirusShare_e7ec6ce304692376c197e160391a3976	comctl32.dll,shlwapi.dll,kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll
1	VirusShare_fbf43104d5619d7009cf8ff261f05a03	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,oleaut32.dll,user32.dll,wsock32.dll
1	VirusShare_04f1831d3a3fda8ba2e63fd7ee1848fe	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,ole32.dll,oleaut32.dll,comctl32.dll,shell32.dll,shell32.dll,winmm.dll
1	VirusShare_9291cd0665da3f260ba08838807fd3e0	kernel32.dll
0	bootim.exe	user32.dll,msvcrt.dll,bootux.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-synch-l1-1-0.dll,api-ms-win-core-heap-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-processenvironment-l1-1-0.dll,api-ms-win-core-registry-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-debug-l1-1-0.dll,api-ms-win-core-registry-l1-1-1.dll,api-ms-win-core-handle-l1-1-0.dll,api-ms-win-core-heap-l2-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-shcore-obsolete-l1-1-0.dll,api-ms-win-core-shlwapi-obsolete-l1-1-0.dll,ntdll.dll
1	VirusShare_208282913bdc19e374d2984b321d9362	kernel32.dll
1	VirusShare_4b4690500668c3d96b7824eb775c1730	msvbvm60.dll
1	VirusShare_a0438f604602d12abc4fb1b925acbb84	kernel32.dll,version.dll,ntdll.dll,rpcrt4.dll,crtdll.dll
0	git-add.exe	libiconv-2.dll,libintl-8.dll,libpcre2-8-0.dll,zlib1.dll,advapi32.dll,kernel32.dll,msvcrt.dll,ntdll.dll,user32.dll,ws2_32.dll,libssp-0.dll
1	2019-01-22T10_07_56-06_00_19166.exe	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,crypt32.dll,wininet.dll,psapi.dll
1	VirusShare_60167d70d1b5e8ebd13835cca5fa1d7e	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	VirusShare_08740864f42b11827b80d758c1c053ac	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll,shell32.dll
0	symstore.exe	kernel32.dll,msvcrt.dll,dbghelp.dll,symsrv.dll,cabinet.dll
1	VirusShare_12a450bfb354dfe71a3c5adc8f9dd5ec	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,ole32.dll,oleaut32.dll,comctl32.dll,wsock32.dll,user32.dll
0	lto-wrapper.exe	cygwin1.dll,cygiconv-2.dll,cygintl-8.dll,kernel32.dll
1	VirusShare_e67d72d5962d6ef510d9686cfa7b81c6	kernel32.dll,ole32.dll,shlwapi.dll,ws2_32.dll,advapi32.dll
0	patch_10_4_343_nagent_sf1.exe	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,ole32.dll,oleaut32.dll
0	wsgen.exe	jli.dll,msvcr100.dll,kernel32.dll
1	VirusShare_ade59a5bfaad35a219842d73a8400717	user32.dll,kernel32.dll,gdi32.dll,shell32.dll,advapi32.dll,setupapi.dll
1	VirusShare_d7984b514d37f3481750774b10248dc3	kernel32.dll,user32.dll,wsock32.dll,advapi32.dll
1	2019-06-06T11_41_13+00_00_46843.exe	rpcrt4.dll,kernel32.dll,rasapi32.dll,advapi32.dll,gdi32.dll
1	VirusShare_9a26736f344b555b4b8d61dbf609c6d6	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
0	NSQL302C.EXE	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,lz32.dll,comctl32.dll
1	VirusShare_a9265c87a363760d7bc590866af82e35	kernel32.dll,advapi32.dll,shell32.dll,urlmon.dll,user32.dll
1	VirusShare_5d8d48267e73a8d8585867d5a65fce93	kernel32.dll
0	texworks.exe	miktex209-hunspell.dll,miktex209-log4cxx.dll,qt5concurrent.dll,qt5widgets.dll,qt5script.dll,qt5scripttools.dll,shlwapi.dll,miktex209-lua52.dll,miktex209-poppler-qt.dll,qt5xml.dll,miktex209-utf8wrap.dll,miktex209-unxemu.dll,miktex209-core.dll,miktex209-zlib.dll,miktex209-util.dll,miktex209-jpeg.dll,qt5gui.dll,qt5core.dll,kernel32.dll,user32.dll,advapi32.dll,msvcp140.dll,vcruntime140.dll,api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-environment-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-filesystem-l1-1-0.dll,api-ms-win-crt-convert-l1-1-0.dll,api-ms-win-crt-string-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,api-ms-win-crt-utility-l1-1-0.dll,api-ms-win-crt-time-l1-1-0.dll,shell32.dll
1	VirusShare_fea8c8c39bbd131195302272e82cf9e5	msvbvm60.dll
1	2020-02-17T21_09_26+00_00_100806.exe	mscoree.dll
1	VirusShare_d0c63d9f628b7e6f2fa666c6080d1d6d	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll
0	2030-WIN7-32-0325-RU.EXE	shell32.dll,user32.dll,kernel32.dll,gdi32.dll,advapi32.dll
0	lesskey.exe	cygwin1.dll,kernel32.dll
1	VirusShare_8fba8637f275cd7d1de0cbbdb34b86dd	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll,comdlg32.dll
